# ---------------------------------- WARNING ----------------------------------------,,,,,,,,,,,,,,
# Some of the data that you have obtained from this U.S. Geological Survey database,,,,,,,,,,,,,,
# may not have received Director's approval. Any such data values are qualified,,,,,,,,,,,,,,
# as provisional and are subject to revision. Provisional data are released on the,,,,,,,,,,,,,,
# condition that neither the USGS nor the United States Government may be held liable,,,,,,,,,,,,,,
# for any damages resulting from its use.,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output,,,,,,,,,,,,,,
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,
# Contact:   gs-w_support_nwisweb@usgs.gov,,,,,,,,,,,,,,
# retrieved: 2017-02-20 18:45:56 EST       (vaww02),,,,,,,,,,,,,,
#,,,,,,,,,,,,,,
# Data for the following 1 site(s) are contained in this file,,,,,,,,,,,,,,
"#    USGS 0209734440 BOLIN CREEK AT VILLAGE DRIVE AT CHAPEL HILL, NC",,,,,,,,,,,,,,
# -----------------------------------------------------------------------------------,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,
# Data provided for site 0209734440,,,,,,,,,,,,,,
#            TS   parameter     statistic     Description,,,,,,,,,,,,,,
"#         86321       00065     00001     Gage height, feet (Maximum)",,,,,,,,,,,,,,
"#         86322       00065     00002     Gage height, feet (Minimum)",,,,,,,,,,,,,,
"#         86323       00065     00003     Gage height, feet (Mean)",,,,,,,,,,,,,,
"#         86324       00060     00001     Discharge, cubic feet per second (Maximum)",,,,,,,,,,,,,,
"#         86325       00060     00002     Discharge, cubic feet per second (Minimum)",,,,,,,,,,,,,,
"#         86326       00060     00003     Discharge, cubic feet per second (Mean)",,,,,,,,,,,,,,
#,,,,,,,,,,,,,,
# Data-value qualification codes included in this output:,,,,,,,,,,,,,,
#        ,,,,,,,,,,,,,,
#     A  Approved for publication -- Processing and review completed.,,,,,,,,,,,,,,
#     P  Provisional data subject to revision.,,,,,,,,,,,,,,
#     e  Value has been estimated.,,,,,,,,,,,,,,
# 5s,15s,20d,14n,10s,14n,10s,14n,10s,14n,10s,14n,10s,14n,10s
agency_cd,site_no,datetime,86321_00065_00001,86321_00065_00001_cd,86322_00065_00002,86322_00065_00002_cd,86323_00065_00003,86323_00065_00003_cd,86324_00060_00001,86324_00060_00001_cd,86325_00060_00002,86325_00060_00002_cd,86326_00060_00003,86326_00060_00003_cd
USGS,209734440,5/26/13,2.15,A,2.09,A,2.12,A,3.1,A,2.4,A,2.8,A
USGS,209734440,5/27/13,2.09,A,2.05,A,2.07,A,2.4,A,2,A,2.2,A
USGS,209734440,5/28/13,2.05,A,2.02,A,2.03,A,2,A,1.7,A,1.9,A
USGS,209734440,5/29/13,2.02,A,1.99,A,2,A,1.7,A,1.5,A,1.6,A
USGS,209734440,5/30/13,1.99,A,1.97,A,1.98,A,1.5,A,1.3,A,1.4,A
USGS,209734440,5/31/13,1.97,A,1.95,A,1.96,A,1.3,A,1.2,A,1.3,A
USGS,209734440,6/1/13,1.97,A,1.94,A,1.95,A,1.3,A,1.1,A,1.2,A
USGS,209734440,6/2/13,1.94,A,1.92,A,1.93,A,1.1,A,1,A,1.1,A
USGS,209734440,6/3/13,2.56,A,1.94,A,2.23,A,13,A,1.1,A,4.9,A
USGS,209734440,6/4/13,2.31,A,2.03,A,2.12,A,5.8,A,1.8,A,2.9,A
USGS,209734440,6/5/13,2.03,A,1.97,A,1.99,A,1.8,A,1.3,A,1.5,A
USGS,209734440,6/6/13,2.64,A,1.94,A,2.09,A,16,A,1.1,A,3.4,A
USGS,209734440,6/7/13,5.63,A,2.2,A,3.83,A,749,A,3.8,A,234,A
USGS,209734440,6/8/13,3.6,A,2.72,A,3.09,A,109,A,20,A,49,A
USGS,209734440,6/9/13,2.72,A,2.37,A,2.54,A,20,A,7.1,A,12,A
USGS,209734440,6/10/13,4.15,A,2.34,A,2.77,A,230,A,6.5,A,36,A
USGS,209734440,6/11/13,2.72,A,2.34,A,2.52,A,20,A,6.5,A,12,A
USGS,209734440,6/12/13,2.34,A,2.21,A,2.28,A,6.5,A,4,A,5.3,A
USGS,209734440,6/13/13,2.38,A,2.16,A,2.22,A,7.4,A,3.3,A,4.3,A
USGS,209734440,6/14/13,2.32,A,2.1,A,2.18,A,6,A,2.5,A,3.6,A
USGS,209734440,6/15/13,2.11,A,2.06,A,2.09,A,2.6,A,2.1,A,2.4,A
USGS,209734440,6/16/13,2.06,A,2.03,A,2.05,A,2.1,A,1.8,A,2,A
USGS,209734440,6/17/13,2.03,A,2,A,2.01,A,1.8,A,1.6,A,1.7,A
USGS,209734440,6/18/13,3.35,A,1.99,A,2.2,A,73,A,1.5,A,8,A
USGS,209734440,6/19/13,2.53,A,2.1,A,2.24,A,12,A,2.5,A,4.7,A
USGS,209734440,6/20/13,2.1,A,2.02,A,2.06,A,2.5,A,1.7,A,2.1,A
USGS,209734440,6/21/13,2.02,A,1.98,A,2,A,1.7,A,1.4,A,1.6,A
USGS,209734440,6/22/13,3.26,A,1.96,A,2.2,A,62,A,1.3,A,8.9,A
USGS,209734440,6/23/13,2.58,A,2.11,A,2.25,A,14,A,2.6,A,4.9,A
USGS,209734440,6/24/13,2.2,A,2.05,A,2.09,A,3.8,A,2,A,2.4,A
USGS,209734440,6/25/13,2.05,A,2,A,2.02,A,2,A,1.6,A,1.8,A
USGS,209734440,6/26/13,3.33,A,1.98,A,2.2,A,70,A,1.4,A,9.8,A
USGS,209734440,6/27/13,2.78,A,2.18,A,2.37,A,23,A,3.5,A,7.8,A
USGS,209734440,6/28/13,3.42,A,2.09,A,2.32,A,81,A,2.4,A,11,A
USGS,209734440,6/29/13,5.18,A,2.54,A,3.21,A,561,A,12,A,95,A
USGS,209734440,6/30/13,8.94,A,2.48,A,4.03,A,2910,A,10,A,375,A
USGS,209734440,7/1/13,5.52,A,3.19,A,3.77,A,701,A,59,A,182,A
USGS,209734440,7/2/13,3.25,A,2.8,A,2.96,A,65,A,29,A,41,A
USGS,209734440,7/3/13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,Ae
USGS,209734440,7/4/13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,Ae
USGS,209734440,7/5/13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,Ae
USGS,209734440,7/6/13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,Ae
USGS,209734440,7/7/13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,Ae
USGS,209734440,7/8/13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,Ae
USGS,209734440,7/9/13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.7,Ae
USGS,209734440,7/10/13,2.94,A,2.07,A,2.14,A,39,A,3,A,5.1,A
USGS,209734440,7/11/13,3.84,A,2.31,A,2.79,A,158,A,7.4,A,36,A
USGS,209734440,7/12/13,3.39,A,2.42,A,2.65,A,79,A,10,A,22,A
USGS,209734440,7/13/13,2.42,A,2.34,A,2.37,A,10,A,8.2,A,9,A
USGS,209734440,7/14/13,3.49,A,2.23,A,2.42,A,91,A,5.6,A,15,A
USGS,209734440,7/15/13,3.01,A,2.32,A,2.54,A,45,A,7.6,A,16,A
USGS,209734440,7/16/13,2.32,A,2.17,A,2.26,A,7.6,A,4.5,A,6.2,A
USGS,209734440,7/17/13,2.17,A,2.11,A,2.15,A,4.5,A,3.5,A,4.2,A
USGS,209734440,7/18/13,2.11,A,2.07,A,2.1,A,3.5,A,3,A,3.4,A
USGS,209734440,7/19/13,2.1,A,2.05,A,2.07,A,3.4,A,2.8,A,3,A
USGS,209734440,7/20/13,2.06,A,2.03,A,2.05,A,2.9,A,2.5,A,2.7,A
USGS,209734440,7/21/13,2.04,A,2.02,A,2.03,A,2.6,A,2.4,A,2.5,A
USGS,209734440,7/22/13,2.04,A,2.01,A,2.02,A,2.6,A,2.3,A,2.4,A
USGS,209734440,7/23/13,2.02,A,1.99,A,2.01,A,2.4,A,2.1,A,2.3,A
USGS,209734440,7/24/13,1.99,A,1.97,A,1.98,A,2.1,A,1.9,A,2,A
USGS,209734440,7/25/13,2.51,A,1.97,A,2.14,A,14,A,1.9,A,4.5,A
USGS,209734440,7/26/13,2.02,A,1.98,A,2,A,2.4,A,2,A,2.2,A
USGS,209734440,7/27/13,2.96,A,1.97,A,2.15,A,41,A,1.9,A,7.5,A
USGS,209734440,7/28/13,2.57,A,2.13,A,2.26,A,16,A,3.8,A,6.6,A
USGS,209734440,7/29/13,2.26,A,2.06,A,2.14,A,6.2,A,2.9,A,4.1,A
USGS,209734440,7/30/13,2.06,A,2,A,2.03,A,2.9,A,2.2,A,2.6,A
USGS,209734440,7/31/13,2.02,A,1.98,A,1.99,A,2.4,A,2,A,2.1,A
USGS,209734440,8/1/13,2.51,A,2.02,A,2.24,A,14,A,2.4,A,6.3,A
USGS,209734440,8/2/13,5.21,A,2.09,A,3.26,A,573,A,3.3,A,103,A
USGS,209734440,8/3/13,2.68,A,2.27,A,2.44,A,18,A,5,A,9.5,A
USGS,209734440,8/4/13,2.27,A,2.11,A,2.2,A,5,A,2.6,A,3.9,A
USGS,209734440,8/5/13,2.11,A,2.04,A,2.09,A,2.6,A,1.9,A,2.4,A
USGS,209734440,8/6/13,2.18,A,2.03,A,2.09,A,3.5,A,1.8,A,2.4,A
USGS,209734440,8/7/13,2.06,A,2.01,A,2.03,A,2.1,A,1.7,A,1.9,A
USGS,209734440,8/8/13,2.01,A,1.99,A,2,A,1.7,A,1.5,A,1.6,A
USGS,209734440,8/9/13,1.99,A,1.98,A,1.98,A,1.5,A,1.4,A,1.4,A
USGS,209734440,8/10/13,2.02,A,1.97,A,1.97,A,1.7,A,1.3,A,1.4,A
USGS,209734440,8/11/13,2.11,A,1.98,A,2.03,A,2.6,A,1.4,A,1.9,A
USGS,209734440,8/12/13,1.98,A,1.96,A,1.97,A,1.4,A,1.3,A,1.4,A
USGS,209734440,8/13/13,2.07,A,1.96,A,2.02,A,2.2,A,1.3,A,1.8,A
USGS,209734440,8/14/13,1.99,A,1.96,A,1.98,A,1.5,A,1.3,A,1.4,A
USGS,209734440,8/15/13,1.96,A,1.94,A,1.95,A,1.3,A,1.1,A,1.2,A
USGS,209734440,8/16/13,1.95,A,1.93,A,1.94,A,1.2,A,1.1,A,1.1,A
USGS,209734440,8/17/13,2.13,A,1.94,A,1.97,A,2.9,A,1.1,A,1.3,A
USGS,209734440,8/18/13,2.16,A,2.02,A,2.09,A,3.3,A,1.7,A,2.4,A
USGS,209734440,8/19/13,2.83,A,2,A,2.25,A,26,A,1.6,A,6,A
USGS,209734440,8/20/13,2.13,A,2.03,A,2.07,A,2.9,A,1.8,A,2.2,A
USGS,209734440,8/21/13,3.22,A,2.01,A,2.23,A,58,A,1.7,A,6.9,A
USGS,209734440,8/22/13,2.35,A,2.06,A,2.16,A,6.7,A,2.1,A,3.4,A
USGS,209734440,8/23/13,2.06,A,2.01,A,2.03,A,2.1,A,1.7,A,1.8,A
USGS,209734440,8/24/13,2.01,A,1.97,A,1.99,A,1.7,A,1.3,A,1.5,A
USGS,209734440,8/25/13,1.97,A,1.95,A,1.96,A,1.3,A,1.2,A,1.2,A
USGS,209734440,8/26/13,1.95,A,1.93,A,1.94,A,1.2,A,1.1,A,1.1,A
USGS,209734440,8/27/13,1.94,A,1.93,A,1.93,A,1.1,A,1.1,A,1.1,A
USGS,209734440,8/28/13,1.94,A,1.92,A,1.93,A,1.1,A,1,A,1.1,A
USGS,209734440,8/29/13,1.95,A,1.93,A,1.94,A,1.2,A,1.1,A,1.1,A
USGS,209734440,8/30/13,1.93,A,1.91,A,1.91,A,1.1,A,0.97,A,0.98,A
USGS,209734440,8/31/13,1.91,A,1.88,A,1.89,A,0.97,A,0.81,A,0.87,A
USGS,209734440,9/1/13,3.85,A,1.86,A,2.22,A,160,A,0.72,A,23,A
USGS,209734440,9/2/13,3.24,A,2.21,A,2.49,A,60,A,4,A,13,A
USGS,209734440,9/3/13,2.21,A,2.08,A,2.15,A,4,A,2.3,A,3.1,A
USGS,209734440,9/4/13,2.08,A,2,A,2.04,A,2.3,A,1.6,A,1.9,A
USGS,209734440,9/5/13,2,A,1.96,A,1.97,A,1.6,A,1.3,A,1.4,A
USGS,209734440,9/6/13,1.96,A,1.91,A,1.92,A,1.3,A,0.97,A,1.1,A
USGS,209734440,9/7/13,1.91,A,1.89,A,1.9,A,0.97,A,0.86,A,0.91,A
USGS,209734440,9/8/13,1.9,A,1.89,A,1.9,A,0.91,A,0.86,A,0.89,A
USGS,209734440,9/9/13,1.89,A,1.87,A,1.88,A,0.86,A,0.76,A,0.82,A
USGS,209734440,9/10/13,1.88,A,1.86,A,1.88,A,0.81,A,0.72,A,0.79,A
USGS,209734440,9/11/13,1.87,A,1.85,A,1.86,A,0.76,A,0.67,A,0.73,A
USGS,209734440,9/12/13,1.87,A,1.85,A,1.86,A,0.76,A,0.67,A,0.7,A
USGS,209734440,9/13/13,1.87,A,1.85,A,1.86,A,0.76,A,0.67,A,0.7,A
USGS,209734440,9/14/13,1.86,A,1.83,A,1.85,A,0.72,A,0.59,A,0.66,A
USGS,209734440,9/15/13,1.84,A,1.83,A,1.84,A,0.63,A,0.59,A,0.63,A
USGS,209734440,9/16/13,1.85,A,1.84,A,1.84,A,0.67,A,0.63,A,0.64,A
USGS,209734440,9/17/13,1.85,A,1.83,A,1.84,A,0.67,A,0.59,A,0.64,A
USGS,209734440,9/18/13,1.84,A,1.82,A,1.83,A,0.63,A,0.55,A,0.59,A
USGS,209734440,9/19/13,1.85,A,1.83,A,1.84,A,0.67,A,0.59,A,0.63,A
USGS,209734440,9/20/13,1.91,A,1.85,A,1.87,A,0.97,A,0.67,A,0.77,A
USGS,209734440,9/21/13,2.07,A,1.89,A,1.92,A,2.2,A,0.86,A,1,A
USGS,209734440,9/22/13,2.32,A,1.99,A,2.13,A,6,A,1.5,A,3,A
USGS,209734440,9/23/13,1.99,A,1.9,A,1.93,A,1.5,A,0.91,A,1.1,A
USGS,209734440,9/24/13,1.9,A,1.87,A,1.89,A,0.91,A,0.76,A,0.84,A
USGS,209734440,9/25/13,1.88,A,1.87,A,1.88,A,0.81,A,0.76,A,0.79,A
USGS,209734440,9/26/13,1.88,A,1.87,A,1.87,A,0.81,A,0.76,A,0.77,A
USGS,209734440,9/27/13,1.87,A,1.86,A,1.87,A,0.76,A,0.72,A,0.74,A
USGS,209734440,9/28/13,1.86,A,1.84,A,1.85,A,0.72,A,0.63,A,0.67,A
USGS,209734440,9/29/13,1.85,A,1.84,A,1.85,A,0.67,A,0.63,A,0.66,A
USGS,209734440,9/30/13,1.85,A,1.84,A,1.84,A,0.67,A,0.63,A,0.64,A
USGS,209734440,10/1/13,1.84,A,1.72,A,1.73,A,1.2,A,0.46,A,0.49,A
USGS,209734440,10/2/13,1.73,A,1.71,A,1.72,A,0.51,A,0.41,A,0.45,A
USGS,209734440,10/3/13,1.72,A,1.7,A,1.71,A,0.46,A,0.37,A,0.43,A
USGS,209734440,10/4/13,1.73,A,1.71,A,1.72,A,0.51,A,0.41,A,0.45,A
USGS,209734440,10/5/13,1.74,A,1.72,A,1.73,A,0.55,A,0.46,A,0.5,A
USGS,209734440,10/6/13,1.74,A,1.71,A,1.73,A,0.55,A,0.41,A,0.49,A
USGS,209734440,10/7/13,3.74,A,1.72,A,2.33,A,134,A,0.46,A,24,A
USGS,209734440,10/8/13,2.36,A,1.97,A,2.09,A,12,A,2.6,A,4.9,A
USGS,209734440,10/9/13,1.97,A,1.86,A,1.9,A,2.6,A,1.4,A,1.8,A
USGS,209734440,10/10/13,3.05,A,1.87,A,2.2,A,51,A,1.5,A,11,A
USGS,209734440,10/11/13,2.36,A,2.02,A,2.14,A,12,A,3.3,A,5.6,A
USGS,209734440,10/12/13,2.02,A,1.94,A,1.97,A,3.3,A,2.2,A,2.6,A
USGS,209734440,10/13/13,1.94,A,1.89,A,1.91,A,2.2,A,1.7,A,1.9,A
USGS,209734440,10/14/13,2.1,A,1.89,A,1.93,A,4.7,A,1.7,A,2.2,A
USGS,209734440,10/15/13,2,A,1.86,A,1.89,A,3,A,1.4,A,1.7,A
USGS,209734440,10/16/13,1.87,A,1.84,A,1.85,A,1.5,A,1.2,A,1.3,A
USGS,209734440,10/17/13,1.85,A,1.83,A,1.84,A,1.3,A,1.1,A,1.2,A
USGS,209734440,10/18/13,1.85,A,1.81,A,1.82,A,1.3,A,0.99,A,1.1,A
USGS,209734440,10/19/13,1.81,A,1.8,A,1.81,A,0.99,A,0.91,A,0.97,A
USGS,209734440,10/20/13,1.82,A,1.79,A,1.8,A,1.1,A,0.85,A,0.94,A
USGS,209734440,10/21/13,1.81,A,1.79,A,1.79,A,0.99,A,0.85,A,0.88,A
USGS,209734440,10/22/13,1.81,A,1.79,A,1.8,A,0.99,A,0.85,A,0.92,A
USGS,209734440,10/23/13,1.81,A,1.79,A,1.8,A,0.99,A,0.85,A,0.92,A
USGS,209734440,10/24/13,1.85,A,1.79,A,1.81,A,1.3,A,0.85,A,1,A
USGS,209734440,10/25/13,1.8,A,1.78,A,1.79,A,0.91,A,0.78,A,0.85,A
USGS,209734440,10/26/13,1.8,A,1.78,A,1.79,A,0.91,A,0.78,A,0.82,A
USGS,209734440,10/27/13,1.8,A,1.78,A,1.79,A,0.91,A,0.78,A,0.86,A
USGS,209734440,10/28/13,1.8,A,1.79,A,1.79,A,0.91,A,0.85,A,0.86,A
USGS,209734440,10/29/13,1.79,A,1.79,A,1.79,A,0.85,A,0.85,A,0.85,A
USGS,209734440,10/30/13,1.79,A,1.79,A,1.79,A,0.85,A,0.85,A,0.85,A
USGS,209734440,10/31/13,1.8,A,1.79,A,1.79,A,0.91,A,0.85,A,0.87,A
USGS,209734440,11/1/13,2.24,A,1.79,A,1.89,A,8,A,0.85,A,2.1,A
USGS,209734440,11/2/13,2.18,A,1.85,A,1.97,A,6.5,A,1.3,A,2.8,A
USGS,209734440,11/3/13,1.85,A,1.79,A,1.83,A,1.3,A,0.85,A,1.2,A
USGS,209734440,11/4/13,1.8,A,1.78,A,1.79,A,0.91,A,0.78,A,0.83,A
USGS,209734440,11/5/13,1.79,A,1.78,A,1.78,A,0.85,A,0.78,A,0.8,A
USGS,209734440,11/6/13,1.79,A,1.78,A,1.78,A,0.85,A,0.78,A,0.8,A
USGS,209734440,11/7/13,1.79,A,1.78,A,1.79,A,0.85,A,0.78,A,0.82,A
USGS,209734440,11/8/13,1.8,A,1.78,A,1.79,A,0.91,A,0.78,A,0.85,A
USGS,209734440,11/9/13,1.79,A,1.78,A,1.78,A,0.85,A,0.78,A,0.81,A
USGS,209734440,11/10/13,1.8,A,1.78,A,1.79,A,0.91,A,0.78,A,0.85,A
USGS,209734440,11/11/13,1.8,A,1.79,A,1.8,A,0.91,A,0.85,A,0.89,A
USGS,209734440,11/12/13,1.8,A,1.79,A,1.8,A,0.91,A,0.85,A,0.89,A
USGS,209734440,11/13/13,1.8,A,1.79,A,1.79,A,0.91,A,0.85,A,0.87,A
USGS,209734440,11/14/13,1.81,A,1.79,A,1.8,A,0.99,A,0.85,A,0.9,A
USGS,209734440,11/15/13,1.81,A,1.8,A,1.81,A,0.99,A,0.91,A,0.95,A
USGS,209734440,11/16/13,1.83,A,1.81,A,1.82,A,1.1,A,0.99,A,1,A
USGS,209734440,11/17/13,1.83,A,1.82,A,1.82,A,1.1,A,1.1,A,1.1,A
USGS,209734440,11/18/13,1.85,A,1.82,A,1.84,A,1.3,A,1.1,A,1.2,A
USGS,209734440,11/19/13,1.84,A,1.82,A,1.83,A,1.2,A,1.1,A,1.2,A
USGS,209734440,11/20/13,1.82,A,1.8,A,1.81,A,1.1,A,0.91,A,0.99,A
USGS,209734440,11/21/13,1.84,A,1.81,A,1.82,A,1.2,A,0.99,A,1.1,A
USGS,209734440,11/22/13,1.84,A,1.81,A,1.82,A,1.2,A,0.99,A,1,A
USGS,209734440,11/23/13,1.83,A,1.82,A,1.82,A,1.1,A,1.1,A,1.1,A
USGS,209734440,11/24/13,1.83,A,1.8,A,1.81,A,1.1,A,0.91,A,1,A
USGS,209734440,11/25/13,1.81,A,1.79,A,1.8,A,0.99,A,0.85,A,0.9,A
USGS,209734440,11/26/13,2.6,A,1.8,A,1.93,A,22,A,0.91,A,3.4,A
USGS,209734440,11/27/13,2.71,A,2.21,A,2.49,A,27,A,7.3,A,17,A
USGS,209734440,11/28/13,2.21,A,1.99,A,2.07,A,7.3,A,2.9,A,4.3,A
USGS,209734440,11/29/13,1.99,A,1.92,A,1.94,A,2.9,A,2,A,2.3,A
USGS,209734440,11/30/13,1.92,A,1.87,A,1.89,A,2,A,1.5,A,1.6,A
USGS,209734440,12/1/13,1.88,A,1.86,A,1.87,A,1.6,A,1.4,A,1.5,A
USGS,209734440,12/2/13,1.86,A,1.85,A,1.86,A,1.4,A,1.3,A,1.4,A
USGS,209734440,12/3/13,1.85,A,1.84,A,1.85,A,1.3,A,1.2,A,1.3,A
USGS,209734440,12/4/13,1.84,A,1.83,A,1.84,A,1.2,A,1.1,A,1.2,A
USGS,209734440,12/5/13,1.84,A,1.83,A,1.83,A,1.2,A,1.1,A,1.2,A
USGS,209734440,12/6/13,1.85,A,1.82,A,1.84,A,1.3,A,1.1,A,1.2,A
USGS,209734440,12/7/13,1.94,A,1.84,A,1.89,A,2.2,A,1.2,A,1.7,A
USGS,209734440,12/8/13,1.9,A,1.84,A,1.86,A,1.8,A,1.2,A,1.4,A
USGS,209734440,12/9/13,2.05,A,1.87,A,1.92,A,3.8,A,1.5,A,2,A
USGS,209734440,12/10/13,2.56,A,2.05,A,2.27,A,20,A,3.8,A,9.7,A
USGS,209734440,12/11/13,2.22,A,2.02,A,2.09,A,7.5,A,3.3,A,4.6,A
USGS,209734440,12/12/13,2.02,A,1.95,A,1.98,A,3.3,A,2.3,A,2.8,A
USGS,209734440,12/13/13,1.95,A,1.92,A,1.93,A,2.3,A,2,A,2.1,A
USGS,209734440,12/14/13,3.01,A,1.9,A,2.21,A,48,A,1.8,A,12,A
USGS,209734440,12/15/13,2.68,A,2.17,A,2.35,A,26,A,6.3,A,12,A
USGS,209734440,12/16/13,2.17,A,2.05,A,2.1,A,6.3,A,3.8,A,4.8,A
USGS,209734440,12/17/13,2.05,A,1.99,A,2.02,A,3.8,A,2.9,A,3.3,A
USGS,209734440,12/18/13,1.99,A,1.94,A,1.97,A,2.9,A,2.2,A,2.5,A
USGS,209734440,12/19/13,1.94,A,1.92,A,1.93,A,2.2,A,2,A,2.1,A
USGS,209734440,12/20/13,1.92,A,1.9,A,1.91,A,2,A,1.8,A,1.9,A
USGS,209734440,12/21/13,1.91,A,1.89,A,1.9,A,1.9,A,1.7,A,1.7,A
USGS,209734440,12/22/13,2,A,1.88,A,1.91,A,3,A,1.6,A,1.9,A
USGS,209734440,12/23/13,3.6,A,2,A,2.92,A,111,A,3,A,47,A
USGS,209734440,12/24/13,2.79,A,2.31,A,2.51,A,32,A,10,A,18,A
USGS,209734440,12/25/13,2.31,A,2.14,A,2.21,A,10,A,5.5,A,7.3,A
USGS,209734440,12/26/13,2.14,A,2.06,A,2.1,A,5.5,A,4,A,4.6,A
USGS,209734440,12/27/13,2.06,A,2,A,2.03,A,4,A,3,A,3.4,A
USGS,209734440,12/28/13,2,A,1.98,A,1.98,A,3,A,2.7,A,2.8,A
USGS,209734440,12/29/13,4.31,A,1.97,A,3.19,A,272,A,2.6,A,93,A
USGS,209734440,12/30/13,2.99,A,2.43,A,2.66,A,46,A,14,A,25,A
USGS,209734440,12/31/13,2.43,A,2.21,A,2.31,A,14,A,7.3,A,10,A
USGS,209734440,1/1/14,2.21,A,2.12,A,2.17,A,7.3,A,5,A,6.1,A
USGS,209734440,1/2/14,2.37,A,2.08,A,2.14,A,12,A,4.3,A,5.6,A
USGS,209734440,1/3/14,2.37,A,2.09,A,2.21,A,12,A,4.5,A,7.3,A
USGS,209734440,1/4/14,2.09,A,2.05,A,2.06,A,4.5,A,3.8,A,4,A
USGS,209734440,1/5/14,2.05,A,2.03,A,2.04,A,3.8,A,3.5,A,3.7,A
USGS,209734440,1/6/14,2.35,A,2.04,A,2.2,A,11,A,3.6,A,7.4,A
USGS,209734440,1/7/14,2.19,A,2.06,A,2.1,A,6.8,A,4,A,4.7,A
USGS,209734440,1/8/14,2.06,A,2.04,A,2.05,A,4,A,3.6,A,3.8,A
USGS,209734440,1/9/14,2.05,A,2.04,A,2.04,A,3.8,A,3.6,A,3.6,A
USGS,209734440,1/10/14,3.12,A,2.03,A,2.23,A,57,A,3.5,A,11,A
USGS,209734440,1/11/14,4.07,A,2.88,A,3.36,A,210,A,38,A,90,A
USGS,209734440,1/12/14,3.25,A,2.53,A,2.81,A,70,A,18,A,35,A
USGS,209734440,1/13/14,2.53,A,2.33,A,2.42,A,18,A,11,A,14,A
USGS,209734440,1/14/14,2.52,A,2.3,A,2.38,A,18,A,9.7,A,13,A
USGS,209734440,1/15/14,2.38,A,2.24,A,2.3,A,12,A,8,A,9.6,A
USGS,209734440,1/16/14,2.26,A,2.2,A,2.24,A,8.6,A,7,A,7.9,A
USGS,209734440,1/17/14,2.2,A,2.15,A,2.17,A,7,A,5.9,A,6.4,A
USGS,209734440,1/18/14,2.15,A,2.09,A,2.12,A,5.9,A,4.7,A,5.3,A
USGS,209734440,1/19/14,2.09,A,2.06,A,2.08,A,4.7,A,4.1,A,4.5,A
USGS,209734440,1/20/14,2.06,A,2.04,A,2.06,A,4.1,A,3.8,A,4,A
USGS,209734440,1/21/14,2.06,A,2.03,A,2.04,A,4.1,A,3.6,A,3.8,A
USGS,209734440,1/22/14,2.04,A,2,A,2.01,A,3.8,A,3.2,A,3.4,A
USGS,209734440,1/23/14,2,A,1.98,A,1.98,A,3.2,A,2.9,A,2.9,A
USGS,209734440,1/24/14,1.98,A,1.95,A,1.97,A,3,A,2.5,A,2.8,A
USGS,209734440,1/25/14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,Ae
USGS,209734440,1/26/14,1.98,A,1.96,A,1.97,A,3,A,2.7,A,2.9,A
USGS,209734440,1/27/14,1.98,A,1.96,A,1.97,A,3,A,2.7,A,2.9,A
USGS,209734440,1/28/14,1.96,A,1.93,A,1.94,A,2.7,A,2.3,A,2.5,A
USGS,209734440,1/29/14,1.95,A,1.94,A,1.94,A,2.6,A,2.5,A,2.5,A
USGS,209734440,1/30/14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,Ae
USGS,209734440,1/31/14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,Ae
USGS,209734440,2/1/14,1.95,A,1.93,A,1.94,A,2.7,A,2.5,A,2.7,A
USGS,209734440,2/2/14,1.95,A,1.93,A,1.94,A,2.7,A,2.5,A,2.6,A
USGS,209734440,2/3/14,2.05,A,1.93,A,1.98,A,4.3,A,2.5,A,3.2,A
USGS,209734440,2/4/14,2.32,A,1.94,A,2.01,A,11,A,2.6,A,4,A
USGS,209734440,2/5/14,2.32,A,2.12,A,2.2,A,11,A,5.9,A,7.9,A
USGS,209734440,2/6/14,2.12,A,2.03,A,2.06,A,5.9,A,4.1,A,4.7,A
USGS,209734440,2/7/14,2.04,A,2.01,A,2.03,A,4.3,A,3.8,A,4,A
USGS,209734440,2/8/14,2.02,A,1.99,A,2,A,4,A,3.5,A,3.6,A
USGS,209734440,2/9/14,1.99,A,1.97,A,1.98,A,3.5,A,3.2,A,3.4,A
